"ID","Name","説明","Active","MaxLv","Lv","MP","SP","HP","射程","ターゲット","ターゲット2","範囲","適応","Zero","Flag","?","nTarget2","射程","0","MarkTarget","MarkTarget","MarkCaster","icon","MarkTarget","0","mark?","MarkRound","MarknewObj","AnimStart","AnimLoop","AnimAttack",        
00102,最大SP上昇,パッシブスキル$R最大SPを上昇させる,0,5,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00102,最大SP上昇,パッシブスキル$R最大SPを上昇させる,0,5,4,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00102,最大SP上昇,パッシブスキル$R最大SPを上昇させる,0,5,5,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00103,HP回復率上昇,パッシブスキル$RHPの回復率を上昇させる,0,5,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00103,HP回復率上昇,パッシブスキル$RHPの回復率を上昇させる,0,5,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00103,HP回復率上昇,パッシブスキル$RHPの回復率を上昇させる,0,5,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00103,HP回復率上昇,パッシブスキル$RHPの回復率を上昇させる,0,5,4,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00103,HP回復率上昇,パッシブスキル$RHPの回復率を上昇させる,0,5,5,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00104,MP回復率上昇,パッシブスキル$RMPの回復率を上昇させる,0,5,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00104,MP回復率上昇,パッシブスキル$RMPの回復率を上昇させる,0,5,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00104,MP回復率上昇,パッシブスキル$RMPの回復率を上昇させる,0,5,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00104,MP回復率上昇,パッシブスキル$RMPの回復率を上昇させる,0,5,4,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00104,MP回復率上昇,パッシブスキル$RMPの回復率を上昇させる,0,5,5,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00105,SP回復率上昇,パッシブスキル$RSPの回復率を上昇させる,0,5,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00105,SP回復率上昇,パッシブスキル$RSPの回復率を上昇させる,0,5,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00105,SP回復率上昇,パッシブスキル$RSPの回復率を上昇させる,0,5,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00105,SP回復率上昇,パッシブスキル$RSPの回復率を上昇させる,0,5,4,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00105,SP回復率上昇,パッシブスキル$RSPの回復率を上昇させる,0,5,5,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00106,防御力上昇,パッシブスキル$R物理防御力を上昇させる,0,5,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00106,防御力上昇,パッシブスキル$R物理防御力を上昇させる,0,5,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00106,防御力上昇,パッシブスキル$R物理防御力を上昇させる,0,5,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00106,防御力上昇,パッシブスキル$R物理防御力を上昇させる,0,5,4,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00106,防御力上昇,パッシブスキル$R物理防御力を上昇させる,0,5,5,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00107,ソードマスタリー,パッシブスキル$R剣装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00107,ソードマスタリー,パッシブスキル$R剣装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00107,ソードマスタリー,パッシブスキル$R剣装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00107,ソードマスタリー,パッシブスキル$R剣装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00107,ソードマスタリー,パッシブスキル$R剣装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00108,アックスマスタリー,パッシブスキル$R斧装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00108,アックスマスタリー,パッシブスキル$R斧装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00108,アックスマスタリー,パッシブスキル$R斧装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00108,アックスマスタリー,パッシブスキル$R斧装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00108,アックスマスタリー,パッシブスキル$R斧装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00109,スピアマスタリー,パッシブスキル$R槍装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00109,スピアマスタリー,パッシブスキル$R槍装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00109,スピアマスタリー,パッシブスキル$R槍装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00109,スピアマスタリー,パッシブスキル$R槍装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00109,スピアマスタリー,パッシブスキル$R槍装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00110,ショートソードマスタリー,パッシブスキル$R短剣装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,4,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00110,ショートソードマスタリー,パッシブスキル$R短剣装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,4,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00110,ショートソードマスタリー,パッシブスキル$R短剣装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,4,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00110,ショートソードマスタリー,パッシブスキル$R短剣装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,4,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00110,ショートソードマスタリー,パッシブスキル$R短剣装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,4,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00111,メイスマスタリー,パッシブスキル$R鈍器装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00111,メイスマスタリー,パッシブスキル$R鈍器装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00111,メイスマスタリー,パッシブスキル$R鈍器装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00111,メイスマスタリー,パッシブスキル$R鈍器装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00111,メイスマスタリー,パッシブスキル$R鈍器装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00112,スローマスタリー,パッシブスキル$R投擲装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,80040,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00112,スローマスタリー,パッシブスキル$R投擲装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,80040,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00112,スローマスタリー,パッシブスキル$R投擲装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,80040,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00112,スローマスタリー,パッシブスキル$R投擲装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,80040,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00112,スローマスタリー,パッシブスキル$R投擲装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,80040,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00113,ボウマスタリー,パッシブスキル$R弓装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,80,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00113,ボウマスタリー,パッシブスキル$R弓装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,80,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00113,ボウマスタリー,パッシブスキル$R弓装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,80,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00113,ボウマスタリー,パッシブスキル$R弓装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,80,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00113,ボウマスタリー,パッシブスキル$R弓装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,80,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00114,遠距離戦術,パッシブスキル$R遠距離攻撃に対する回避率を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00114,遠距離戦術,パッシブスキル$R遠距離攻撃に対する回避率を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00114,遠距離戦術,パッシブスキル$R遠距離攻撃に対する回避率を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00114,遠距離戦術,パッシブスキル$R遠距離攻撃に対する回避率を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00114,遠距離戦術,パッシブスキル$R遠距離攻撃に対する回避率を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00116,シールドマスタリー,パッシブスキル$R盾装備時に防御成功率を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,100,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00116,シールドマスタリー,パッシブスキル$R盾装備時に防御成功率を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,100,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00116,シールドマスタリー,パッシブスキル$R盾装備時に防御成功率を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,100,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00116,シールドマスタリー,パッシブスキル$R盾装備時に防御成功率を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,100,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00116,シールドマスタリー,パッシブスキル$R盾装備時に防御成功率を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,100,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00117,ガンマスタリー,パッシブスキル$R銃器装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,200,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00117,ガンマスタリー,パッシブスキル$R銃器装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,200,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00117,ガンマスタリー,パッシブスキル$R銃器装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,200,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00117,ガンマスタリー,パッシブスキル$R銃器装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,200,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00117,ガンマスタリー,パッシブスキル$R銃器装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,200,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00118,クローマスタリー,パッシブスキル$R爪装備時に最低攻撃力と命中率$Rを上昇させる,0,5,1,0,0,0,-1,1,0,0,800,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00118,クローマスタリー,パッシブスキル$R爪装備時に最低攻撃力と命中率$Rを上昇させる,0,5,2,0,0,0,-1,1,0,0,800,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00118,クローマスタリー,パッシブスキル$R爪装備時に最低攻撃力と命中率$Rを上昇させる,0,5,3,0,0,0,-1,1,0,0,800,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00118,クローマスタリー,パッシブスキル$R爪装備時に最低攻撃力と命中率$Rを上昇させる,0,5,4,0,0,0,-1,1,0,0,800,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00118,クローマスタリー,パッシブスキル$R爪装備時に最低攻撃力と命中率$Rを上昇させる,0,5,5,0,0,0,-1,1,0,0,800,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00119,ツーハンドソードマスタリー,パッシブスキル$R両手剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,1,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00119,ツーハンドソードマスタリー,パッシブスキル$R両手剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,2,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00119,ツーハンドソードマスタリー,パッシブスキル$R両手剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,3,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00119,ツーハンドソードマスタリー,パッシブスキル$R両手剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,4,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00119,ツーハンドソードマスタリー,パッシブスキル$R両手剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,5,0,0,0,-1,1,0,0,1002,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00120,ツーハンドスピアマスタリー,パッシブスキル$R両手槍装備時に最低攻撃力を$R上昇させる$Rスピアマスタリーと効果が重複する,0,5,1,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00120,ツーハンドスピアマスタリー,パッシブスキル$R両手槍装備時に最低攻撃力を$R上昇させる$Rスピアマスタリーと効果が重複する,0,5,2,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00120,ツーハンドスピアマスタリー,パッシブスキル$R両手槍装備時に最低攻撃力を$R上昇させる$Rスピアマスタリーと効果が重複する,0,5,3,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00120,ツーハンドスピアマスタリー,パッシブスキル$R両手槍装備時に最低攻撃力を$R上昇させる$Rスピアマスタリーと効果が重複する,0,5,4,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00120,ツーハンドスピアマスタリー,パッシブスキル$R両手槍装備時に最低攻撃力を$R上昇させる$Rスピアマスタリーと効果が重複する,0,5,5,0,0,0,-1,1,0,0,20,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00121,ツーハンドメイスマスタリー,パッシブスキル$R両手鈍器装備時に最低攻撃力を$R上昇させる$Rメイスマスタリーと効果が重複する,0,5,1,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00121,ツーハンドメイスマスタリー,パッシブスキル$R両手鈍器装備時に最低攻撃力を$R上昇させる$Rメイスマスタリーと効果が重複する,0,5,2,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00121,ツーハンドメイスマスタリー,パッシブスキル$R両手鈍器装備時に最低攻撃力を$R上昇させる$Rメイスマスタリーと効果が重複する,0,5,3,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00121,ツーハンドメイスマスタリー,パッシブスキル$R両手鈍器装備時に最低攻撃力を$R上昇させる$Rメイスマスタリーと効果が重複する,0,5,4,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00121,ツーハンドメイスマスタリー,パッシブスキル$R両手鈍器装備時に最低攻撃力を$R上昇させる$Rメイスマスタリーと効果が重複する,0,5,5,0,0,0,-1,1,0,0,8,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00122,ツーハンドアックスマスタリー,パッシブスキル$R両手斧装備時に最低攻撃力を$R上昇させる$Rアックスマスタリーと効果が重複する,0,5,1,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00122,ツーハンドアックスマスタリー,パッシブスキル$R両手斧装備時に最低攻撃力を$R上昇させる$Rアックスマスタリーと効果が重複する,0,5,2,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00122,ツーハンドアックスマスタリー,パッシブスキル$R両手斧装備時に最低攻撃力を$R上昇させる$Rアックスマスタリーと効果が重複する,0,5,3,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00122,ツーハンドアックスマスタリー,パッシブスキル$R両手斧装備時に最低攻撃力を$R上昇させる$Rアックスマスタリーと効果が重複する,0,5,4,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00122,ツーハンドアックスマスタリー,パッシブスキル$R両手斧装備時に最低攻撃力を$R上昇させる$Rアックスマスタリーと効果が重複する,0,5,5,0,0,0,-1,1,0,0,10,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00123,レイピアマスタリー,パッシブスキル$R細剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,1,0,0,0,-1,1,0,0,1000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00123,レイピアマスタリー,パッシブスキル$R細剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,2,0,0,0,-1,1,0,0,1000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00123,レイピアマスタリー,パッシブスキル$R細剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,3,0,0,0,-1,1,0,0,1000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00123,レイピアマスタリー,パッシブスキル$R細剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,4,0,0,0,-1,1,0,0,1000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00123,レイピアマスタリー,パッシブスキル$R細剣装備時に最低攻撃力を$R上昇させる$Rソードマスタリーと効果が重複する,0,5,5,0,0,0,-1,1,0,0,1000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00124,ナックルマスタリー,パッシブスキル$Rナックル装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,2000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00124,ナックルマスタリー,パッシブスキル$Rナックル装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,2000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00124,ナックルマスタリー,パッシブスキル$Rナックル装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,2000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00124,ナックルマスタリー,パッシブスキル$Rナックル装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,2000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00124,ナックルマスタリー,パッシブスキル$Rナックル装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,2000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00125,体術マスタリー,パッシブスキル$R体術系スキルの威力と命中を$R上昇させる,0,3,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00125,体術マスタリー,パッシブスキル$R体術系スキルの威力と命中を$R上昇させる,0,3,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00125,体術マスタリー,パッシブスキル$R体術系スキルの威力と命中を$R上昇させる,0,3,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00126,ライフルマスタリー,パッシブスキル$Rライフル装備時に最低攻撃力を$R上昇させる,0,5,1,0,0,0,-1,1,0,0,8000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00126,ライフルマスタリー,パッシブスキル$Rライフル装備時に最低攻撃力を$R上昇させる,0,5,2,0,0,0,-1,1,0,0,8000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00126,ライフルマスタリー,パッシブスキル$Rライフル装備時に最低攻撃力を$R上昇させる,0,5,3,0,0,0,-1,1,0,0,8000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00126,ライフルマスタリー,パッシブスキル$Rライフル装備時に最低攻撃力を$R上昇させる,0,5,4,0,0,0,-1,1,0,0,8000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
00126,ライフルマスタリー,パッシブスキル$Rライフル装備時に最低攻撃力を$R上昇させる,0,5,5,0,0,0,-1,1,0,0,8000,0,0,0,0,0,0,3,65535,0,0,0,0,0,0,0,0,0,0,
